Bldg City,Bldg State,Bldg Status,Property Type,Total Parking Spaces,Owned/Leased
FORT COLLINS,CO,ACTIVE,BUILDING,287,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,6,LEASED
DENVER,CO,ACTIVE,BUILDING,9,LEASED
DENVER,CO,ACTIVE,BUILDING,17,LEASED
DENVER,CO,ACTIVE,BUILDING,55,LEASED
BOULDER,CO,ACTIVE,BUILDING,5,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,100,LEASED
DENVER,CO,ACTIVE,BUILDING,2,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,475,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,200,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,0,LEASED
GOLDEN,CO,ACTIVE,BUILDING,84,LEASED
AURORA,CO,ACTIVE,BUILDING,450,LEASED
FORT COLLINS,CO,ACTIVE,BUILDING,0,LEASED
DURANGO,CO,ACTIVE,BUILDING,91,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,4,LEASED
CANON CITY,CO,ACTIVE,BUILDING,0,LEASED
DENVER,CO,ACTIVE,BUILDING,8,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,25,LEASED
FORT COLLINS,CO,ACTIVE,BUILDING,0,LEASED
FORT COLLINS,CO,ACTIVE,BUILDING,0,LEASED
GRAND JUNCTION,CO,ACTIVE,BUILDING,0,LEASED
EADS,CO,ACTIVE,BUILDING,8,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,40,LEASED
AURORA,CO,ACTIVE,BUILDING,68,LEASED
CRAIG,CO,ACTIVE,BUILDING,11,LEASED
ALAMOSA,CO,ACTIVE,BUILDING,5,LEASED
GRAND JUNCTION,CO,ACTIVE,BUILDING,22,LEASED
BRUSH,CO,ACTIVE,BUILDING,0,LEASED
DURANGO,CO,ACTIVE,BUILDING,14,LEASED
LITTLETON,CO,ACTIVE,BUILDING,62,LEASED
DENVER,CO,ACTIVE,BUILDING,19,LEASED
FORT COLLINS,CO,ACTIVE,BUILDING,103,LEASED
FORT COLLINS,CO,ACTIVE,BUILDING,233,LEASED
FORT COLLINS,CO,ACTIVE,BUILDING,161,LEASED
FORT COLLINS,CO,ACTIVE,BUILDING,288,LEASED
LOVELAND,CO,ACTIVE,BUILDING,0,LEASED
GREELEY,CO,ACTIVE,BUILDING,52,LEASED
AURORA,CO,ACTIVE,BUILDING,0,LEASED
ALAMOSA,CO,ACTIVE,BUILDING,7,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,425,LEASED
MONTROSE,CO,ACTIVE,BUILDING,18,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,313,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,105,LEASED
GRAND JUNCTION,CO,ACTIVE,BUILDING,11,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,32,LEASED
GLENWOOD SPGS,CO,ACTIVE,BUILDING,30,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,100,LEASED
DENVER,CO,ACTIVE,BUILDING,0,LEASED
MONTROSE,CO,ACTIVE,BUILDING,0,LEASED
ALAMOSA,CO,ACTIVE,BUILDING,0,LEASED
HAYDEN,CO,ACTIVE,BUILDING,0,LEASED
PUEBLO,CO,ACTIVE,BUILDING,0,LEASED
GRAND JUNCTION,CO,ACTIVE,BUILDING,60,LEASED
DURANGO,CO,ACTIVE,BUILDING,0,LEASED
ASPEN,CO,ACTIVE,BUILDING,0,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,30,LEASED
CORTEZ,CO,ACTIVE,BUILDING,0,LEASED
GUNNISON,CO,ACTIVE,BUILDING,0,LEASED
GOLDEN,CO,ACTIVE,BUILDING,4,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,40,LEASED
PUEBLO WEST,CO,ACTIVE,BUILDING,2,LEASED
AURORA,CO,ACTIVE,BUILDING,42,LEASED
DENVER,CO,ACTIVE,BUILDING,12,LEASED
DENVER,CO,ACTIVE,BUILDING,40,LEASED
DENVER,CO,ACTIVE,BUILDING,28,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,1,LEASED
BOULDER,CO,ACTIVE,BUILDING,4,LEASED
GLENWOOD SPGS,CO,ACTIVE,BUILDING,16,LEASED
MONTROSE,CO,ACTIVE,BUILDING,17,LEASED
FORT COLLINS,CO,ACTIVE,BUILDING,0,LEASED
DENVER,CO,ACTIVE,BUILDING,26,LEASED
BROOMFIELD,CO,ACTIVE,BUILDING,2,LEASED
ENGLEWOOD,CO,ACTIVE,BUILDING,31,LEASED
ENGLEWOOD,CO,ACTIVE,BUILDING,5,LEASED
GREENWOOD VILLAGE,CO,ACTIVE,BUILDING,79,LEASED
GLENWOOD SPGS,CO,ACTIVE,BUILDING,2,LEASED
FORT COLLINS,CO,ACTIVE,BUILDING,66,LEASED
WESTMINSTER,CO,ACTIVE,BUILDING,40,LEASED
DENVER,CO,ACTIVE,BUILDING,0,LEASED
LA JUNTA,CO,ACTIVE,BUILDING,13,LEASED
AURORA,CO,ACTIVE,BUILDING,65,LEASED
GYPSUM,CO,ACTIVE,BUILDING,0,LEASED
ENGLEWOOD,CO,ACTIVE,BUILDING,42,LEASED
GREENWOOD VILLAGE,CO,ACTIVE,BUILDING,47,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,150,LEASED
LITTLETON,CO,ACTIVE,BUILDING,0,LEASED
CENTENNIAL,CO,ACTIVE,BUILDING,195,LEASED
BOULDER,CO,ACTIVE,BUILDING,5,LEASED
PUEBLO,CO,ACTIVE,BUILDING,2,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,22,LEASED
ENGLEWOOD,CO,ACTIVE,BUILDING,195,LEASED
CENTENNIAL,CO,ACTIVE,BUILDING,6,LEASED
PUEBLO,CO,ACTIVE,BUILDING,20,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,66,LEASED
DENVER,CO,ACTIVE,BUILDING,2,LEASED
DENVER,CO,ACTIVE,BUILDING,365,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,60,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,10,LEASED
FLORENCE,CO,ACTIVE,BUILDING,14,LEASED
GREELEY,CO,ACTIVE,BUILDING,18,LEASED
FORT COLLINS,CO,ACTIVE,LAND,0,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,14,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,20,LEASED
PARKER,CO,ACTIVE,BUILDING,7,LEASED
GRAND JUNCTION,CO,ACTIVE,BUILDING,49,LEASED
BOULDER,CO,ACTIVE,BUILDING,2,LEASED
LOVELAND,CO,ACTIVE,BUILDING,9,LEASED
CASTLE ROCK,CO,ACTIVE,BUILDING,36,LEASED
LITTLETON,CO,ACTIVE,BUILDING,50,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,2,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,10,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,230,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,4,LEASED
CRAIG,CO,ACTIVE,BUILDING,28,LEASED
DENVER,CO,ACTIVE,BUILDING,35,LEASED
ENGLEWOOD,CO,ACTIVE,BUILDING,199,LEASED
DURANGO,CO,ACTIVE,BUILDING,23,LEASED
GREENWOOD VILLAGE,CO,ACTIVE,BUILDING,10,LEASED
DENVER,CO,ACTIVE,BUILDING,38,LEASED
AURORA,CO,ACTIVE,BUILDING,200,LEASED
FORT COLLINS,CO,ACTIVE,BUILDING,0,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,80,LEASED
GRAND JUNCTION,CO,ACTIVE,BUILDING,3,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,2,LEASED
DELTA,CO,ACTIVE,BUILDING,27,LEASED
DENVER,CO,ACTIVE,BUILDING,60,LEASED
GRAND JUNCTION,CO,ACTIVE,BUILDING,3,LEASED
DURANGO,CO,ACTIVE,BUILDING,8,LEASED
GOLDEN,CO,ACTIVE,BUILDING,105,LEASED
BROOMFIELD,CO,ACTIVE,BUILDING,100,LEASED
GREELEY,CO,ACTIVE,BUILDING,13,LEASED
TRINIDAD,CO,ACTIVE,BUILDING,12,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,80,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,148,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,12,LEASED
DURANGO,CO,ACTIVE,BUILDING,3,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,17,LEASED
GRAND JUNCTION,CO,ACTIVE,BUILDING,190,LEASED
DURANGO,CO,ACTIVE,BUILDING,36,LEASED
MONTE VISTA,CO,ACTIVE,BUILDING,93,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,75,LEASED
GRAND JUNCTION,CO,ACTIVE,BUILDING,11,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,46,LEASED
DURANGO,CO,ACTIVE,BUILDING,8,LEASED
MORRISON,CO,ACTIVE,BUILDING,67,LEASED
FORT COLLINS,CO,ACTIVE,BUILDING,7,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,11,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,20,LEASED
BOULDER,CO,ACTIVE,BUILDING,76,LEASED
ERIE,CO,ACTIVE,BUILDING,14,LEASED
ARVADA,CO,ACTIVE,BUILDING,12,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,69,LEASED
FORT COLLINS,CO,ACTIVE,BUILDING,0,LEASED
AULT,CO,ACTIVE,BUILDING,0,LEASED
DURANGO,CO,ACTIVE,BUILDING,0,LEASED
BOULDER,CO,ACTIVE,BUILDING,80,LEASED
BILLINGS,MT,ACTIVE,BUILDING,2,LEASED
BUTTE,MT,ACTIVE,BUILDING,30,OWNED
GLASGOW,MT,ACTIVE,BUILDING,0,LEASED
MISSOULA,MT,ACTIVE,BUILDING,11,OWNED
HAVRE,MT,ACTIVE,BUILDING,37,OWNED
HAVRE,MT,ACTIVE,STRUCTURE,20,OWNED
BOZEMAN,MT,ACTIVE,BUILDING,141,OWNED
BILLINGS,MT,ACTIVE,BUILDING,41,OWNED
TURNER,MT,ACTIVE,BUILDING,0,OWNED
TURNER,MT,ACTIVE,STRUCTURE,0,OWNED
TURNER,MT,ACTIVE,STRUCTURE,2,OWNED
BABB,MT,ACTIVE,BUILDING,0,OWNED
BABB,MT,ACTIVE,STRUCTURE,5,OWNED
BABB,MT,ACTIVE,STRUCTURE,1,OWNED
BABB,MT,ACTIVE,BUILDING,5,OWNED
BABB,MT,ACTIVE,BUILDING,46,OWNED
BABB,MT,ACTIVE,BUILDING,0,OWNED
BABB,MT,ACTIVE,STRUCTURE,0,OWNED
BABB,MT,ACTIVE,BUILDING,0,OWNED
BABB,MT,ACTIVE,STRUCTURE,0,OWNED
BABB,MT,ACTIVE,STRUCTURE,0,OWNED
BABB,MT,ACTIVE,LAND,0,OWNED
BABB,MT,ACTIVE,LAND,0,OWNED
BABB,MT,ACTIVE,LAND,0,OWNED
BABB,MT,ACTIVE,LAND,0,OWNED
BABB,MT,ACTIVE,LAND,0,OWNED
BABB,MT,ACTIVE,LAND,0,OWNED
BABB,MT,ACTIVE,BUILDING,2,OWNED
BABB,MT,ACTIVE,BUILDING,2,OWNED
BABB,MT,ACTIVE,BUILDING,2,OWNED
BABB,MT,ACTIVE,BUILDING,2,OWNED
BABB,MT,ACTIVE,BUILDING,2,OWNED
BABB,MT,ACTIVE,BUILDING,2,OWNED
BABB,MT,ACTIVE,BUILDING,2,OWNED
BABB,MT,ACTIVE,BUILDING,2,OWNED
BABB,MT,ACTIVE,BUILDING,2,OWNED
BABB,MT,ACTIVE,BUILDING,2,OWNED
BABB,MT,ACTIVE,BUILDING,2,OWNED
BABB,MT,ACTIVE,BUILDING,2,OWNED
BABB,MT,ACTIVE,BUILDING,2,OWNED
BABB,MT,ACTIVE,BUILDING,2,OWNED
BABB,MT,ACTIVE,BUILDING,2,OWNED
BABB,MT,ACTIVE,BUILDING,2,OWNED
BABB,MT,ACTIVE,STRUCTURE,0,OWNED
LORING,MT,ACTIVE,BUILDING,0,OWNED
LORING,MT,ACTIVE,BUILDING,0,OWNED
LORING,MT,ACTIVE,BUILDING,0,OWNED
LORING,MT,ACTIVE,BUILDING,0,OWNED
LORING,MT,ACTIVE,BUILDING,0,OWNED
RAYMOND,MT,ACTIVE,BUILDING,29,OWNED
RAYMOND,MT,ACTIVE,BUILDING,8,OWNED
RAYMOND,MT,ACTIVE,BUILDING,0,OWNED
EUREKA,MT,ACTIVE,BUILDING,22,OWNED
EUREKA,MT,ACTIVE,BUILDING,0,OWNED
EUREKA,MT,ACTIVE,BUILDING,0,OWNED
EUREKA,MT,ACTIVE,STRUCTURE,0,OWNED
SWEETGRASS,MT,ACTIVE,BUILDING,16,OWNED
SWEETGRASS,MT,ACTIVE,BUILDING,0,OWNED
SWEETGRASS,MT,ACTIVE,BUILDING,0,OWNED
SWEETGRASS,MT,ACTIVE,BUILDING,0,OWNED
OPHEIM,MT,ACTIVE,BUILDING,0,OWNED
OPHEIM,MT,ACTIVE,BUILDING,0,OWNED
OPHEIM,MT,ACTIVE,BUILDING,0,OWNED
OPHEIM,MT,ACTIVE,BUILDING,0,OWNED
OPHEIM,MT,ACTIVE,BUILDING,0,OWNED
OPHEIM,MT,ACTIVE,BUILDING,0,OWNED
OPHEIM,MT,ACTIVE,BUILDING,0,OWNED
WILLOW CREEK,MT,ACTIVE,BUILDING,0,OWNED
WILLOW CREEK,MT,ACTIVE,BUILDING,0,OWNED
WILLOW CREEK,MT,ACTIVE,BUILDING,0,OWNED
WILLOW CREEK,MT,ACTIVE,BUILDING,0,OWNED
HAVRE,MT,ACTIVE,BUILDING,0,OWNED
SCOBEY,MT,ACTIVE,BUILDING,0,OWNED
SIMPSON,MT,ACTIVE,BUILDING,0,OWNED
LORING,MT,ACTIVE,BUILDING,0,OWNED
MILES CITY,MT,ACTIVE,BUILDING,0,LEASED
PABLO,MT,ACTIVE,BUILDING,2,LEASED
GREAT FALLS,MT,ACTIVE,BUILDING,1,LEASED
BILLINGS,MT,ACTIVE,STRUCTURE,2,LEASED
KALISPELL,MT,ACTIVE,BUILDING,4,LEASED
GREAT FALLS,MT,ACTIVE,BUILDING,2,LEASED
BUTTE,MT,ACTIVE,BUILDING,4,LEASED
GREAT FALLS,MT,ACTIVE,BUILDING,4,LEASED
BILLINGS,MT,ACTIVE,BUILDING,26,LEASED
HELENA,MT,ACTIVE,BUILDING,9,LEASED
HELENA,MT,ACTIVE,BUILDING,30,LEASED
BILLINGS,MT,ACTIVE,BUILDING,57,LEASED
MISSOULA,MT,ACTIVE,BUILDING,37,LEASED
BROWNING,MT,ACTIVE,BUILDING,10,LEASED
BILLINGS,MT,ACTIVE,BUILDING,4,LEASED
BILLINGS,MT,ACTIVE,BUILDING,11,LEASED
MISSOULA,MT,ACTIVE,STRUCTURE,7,LEASED
HELENA,MT,ACTIVE,BUILDING,4,LEASED
BILLINGS,MT,ACTIVE,BUILDING,287,LEASED
GREAT FALLS,MT,ACTIVE,BUILDING,3,LEASED
MISSOULA,MT,ACTIVE,BUILDING,2,LEASED
HELENA,MT,ACTIVE,BUILDING,22,LEASED
KALISPELL,MT,ACTIVE,BUILDING,5,LEASED
POPLAR,MT,ACTIVE,BUILDING,0,LEASED
GREAT FALLS,MT,ACTIVE,BUILDING,3,LEASED
HELENA,MT,ACTIVE,BUILDING,88,LEASED
HELENA,MT,ACTIVE,BUILDING,30,LEASED
HELENA,MT,ACTIVE,BUILDING,7,LEASED
BUTTE,MT,ACTIVE,BUILDING,7,LEASED
HARDIN,MT,ACTIVE,BUILDING,2,LEASED
MISSOULA,MT,ACTIVE,BUILDING,65,LEASED
HELENA,MT,ACTIVE,BUILDING,0,LEASED
MISSOULA,MT,ACTIVE,BUILDING,3,LEASED
MISSOULA,MT,ACTIVE,BUILDING,1,LEASED
BILLINGS,MT,ACTIVE,BUILDING,0,LEASED
BUTTE,MT,ACTIVE,BUILDING,7,LEASED
KALISPELL,MT,ACTIVE,BUILDING,0,LEASED
HELENA,MT,ACTIVE,BUILDING,20,LEASED
BILLINGS,MT,ACTIVE,BUILDING,3,LEASED
BILLINGS,MT,ACTIVE,BUILDING,25,LEASED
BILLINGS,MT,ACTIVE,BUILDING,2,LEASED
HAVRE,MT,ACTIVE,BUILDING,2,LEASED
SHELBY,MT,ACTIVE,BUILDING,100,LEASED
WEST YELLOWSTONE,MT,ACTIVE,BUILDING,3,LEASED
BILLINGS,MT,ACTIVE,BUILDING,1,LEASED
HELENA,MT,ACTIVE,BUILDING,13,LEASED
GREAT FALLS,MT,ACTIVE,BUILDING,17,LEASED
SCOBEY,MT,ACTIVE,BUILDING,40,LEASED
MALTA,MT,ACTIVE,BUILDING,47,LEASED
BELGRADE,MT,ACTIVE,BUILDING,0,LEASED
HAVRE,MT,ACTIVE,BUILDING,3,LEASED
PLENTYWOOD,MT,ACTIVE,BUILDING,105,LEASED
GREAT FALLS,MT,ACTIVE,BUILDING,138,LEASED
BOZEMAN,MT,ACTIVE,BUILDING,3,LEASED
BOZEMAN,MT,ACTIVE,BUILDING,3,LEASED
GREAT FALLS,MT,ACTIVE,BUILDING,3,LEASED
BILLINGS,MT,ACTIVE,BUILDING,48,LEASED
HAVRE,MT,ACTIVE,BUILDING,115,LEASED
SUNBURST,MT,ACTIVE,BUILDING,115,LEASED
BILLINGS,MT,ACTIVE,BUILDING,70,LEASED
SHELBY,MT,ACTIVE,BUILDING,5,LEASED
GREAT FALLS,MT,ACTIVE,BUILDING,6,LEASED
SIDNEY,MT,ACTIVE,BUILDING,0,LEASED
BOZEMAN,MT,ACTIVE,BUILDING,56,LEASED
GLENDIVE,MT,ACTIVE,BUILDING,0,LEASED
HAVRE,MT,ACTIVE,BUILDING,0,LEASED
BOZEMAN,MT,ACTIVE,BUILDING,0,LEASED
MISSOULA,MT,ACTIVE,BUILDING,35,LEASED
GLASGOW,MT,ACTIVE,BUILDING,1,LEASED
BOZEMAN,MT,ACTIVE,BUILDING,40,LEASED
BILLINGS,MT,ACTIVE,BUILDING,2,LEASED
BOZEMAN,MT,ACTIVE,BUILDING,3,LEASED
BUTTE,MT,ACTIVE,STRUCTURE,22,LEASED
DILLON,MT,ACTIVE,BUILDING,57,LEASED
HELENA,MT,ACTIVE,BUILDING,2,LEASED
BISMARCK,ND,ACTIVE,BUILDING,10,OWNED
FARGO,ND,ACTIVE,BUILDING,18,OWNED
GRAND FORKS,ND,ACTIVE,BUILDING,17,OWNED
MINOT,ND,ACTIVE,BUILDING,13,OWNED
PEMBINA,ND,ACTIVE,BUILDING,25,OWNED
GRAND FORKS,ND,ACTIVE,BUILDING,22,OWNED
BISMARCK,ND,ACTIVE,BUILDING,89,OWNED
BISMARCK,ND,ACTIVE,STRUCTURE,108,OWNED
GRAND FORKS,ND,ACTIVE,BUILDING,8,OWNED
FARGO,ND,ACTIVE,BUILDING,143,OWNED
FARGO,ND,ACTIVE,BUILDING,42,OWNED
AMBROSE,ND,ACTIVE,BUILDING,5,OWNED
DUNSEITH,ND,ACTIVE,BUILDING,0,OWNED
DUNSEITH,ND,ACTIVE,BUILDING,0,OWNED
DUNSEITH,ND,ACTIVE,BUILDING,0,OWNED
PORTAL,ND,ACTIVE,BUILDING,79,OWNED
PORTAL,ND,ACTIVE,BUILDING,0,OWNED
PORTAL,ND,ACTIVE,BUILDING,0,OWNED
PORTAL,ND,ACTIVE,BUILDING,22,OWNED
PORTAL,ND,ACTIVE,BUILDING,10,OWNED
PORTAL,ND,ACTIVE,BUILDING,0,OWNED
ST JOHN,ND,ACTIVE,BUILDING,6,OWNED
ST JOHN,ND,ACTIVE,STRUCTURE,0,OWNED
PEMBINA,ND,ACTIVE,BUILDING,0,OWNED
PEMBINA,ND,ACTIVE,STRUCTURE,0,OWNED
PEMBINA,ND,ACTIVE,STRUCTURE,0,OWNED
PEMBINA,ND,ACTIVE,BUILDING,0,OWNED
PEMBINA,ND,ACTIVE,STRUCTURE,0,OWNED
FORTUNA,ND,ACTIVE,BUILDING,0,OWNED
FORTUNA,ND,ACTIVE,BUILDING,0,OWNED
FORTUNA,ND,ACTIVE,BUILDING,0,OWNED
FORTUNA,ND,ACTIVE,BUILDING,0,OWNED
FORTUNA,ND,ACTIVE,BUILDING,0,OWNED
NORTHGATE,ND,ACTIVE,BUILDING,0,OWNED
ANTLER,ND,ACTIVE,BUILDING,0,OWNED
MAIDA,ND,ACTIVE,BUILDING,0,OWNED
FARGO,ND,ACTIVE,BUILDING,8,LEASED
KULM,ND,ACTIVE,BUILDING,0,LEASED
FORT TOTTEN,ND,ACTIVE,BUILDING,27,LEASED
BISMARCK,ND,ACTIVE,BUILDING,5,LEASED
GRAND FORKS,ND,ACTIVE,BUILDING,1,LEASED
GRAND FORKS,ND,ACTIVE,BUILDING,13,LEASED
DEVILS LAKE,ND,ACTIVE,BUILDING,26,LEASED
BISMARCK,ND,ACTIVE,BUILDING,27,LEASED
MINOT,ND,ACTIVE,BUILDING,0,LEASED
WILLISTON,ND,ACTIVE,BUILDING,6,LEASED
BISMARCK,ND,ACTIVE,BUILDING,2,LEASED
JAMESTOWN,ND,ACTIVE,BUILDING,3,LEASED
DICKINSON,ND,ACTIVE,BUILDING,3,LEASED
WILLISTON,ND,ACTIVE,BUILDING,0,LEASED
FARGO,ND,ACTIVE,BUILDING,0,LEASED
MINOT,ND,ACTIVE,BUILDING,0,LEASED
PEMBINA,ND,ACTIVE,BUILDING,10,LEASED
MINOT,ND,ACTIVE,BUILDING,4,LEASED
BISMARCK,ND,ACTIVE,BUILDING,0,LEASED
BISMARCK,ND,ACTIVE,BUILDING,5,LEASED
GRAND FORKS,ND,ACTIVE,STRUCTURE,2,LEASED
BISMARCK,ND,ACTIVE,BUILDING,10,LEASED
DEVILS LAKE,ND,ACTIVE,BUILDING,4,LEASED
FARGO,ND,ACTIVE,BUILDING,20,LEASED
BISMARCK,ND,ACTIVE,BUILDING,13,LEASED
PEMBINA,ND,ACTIVE,BUILDING,0,LEASED
JAMESTOWN,ND,ACTIVE,BUILDING,16,LEASED
DEVILS LAKE,ND,ACTIVE,BUILDING,4,LEASED
FARGO,ND,ACTIVE,BUILDING,5,LEASED
BISMARCK,ND,ACTIVE,BUILDING,1,LEASED
BISMARCK,ND,ACTIVE,BUILDING,0,LEASED
GRAND FORKS,ND,ACTIVE,BUILDING,27,LEASED
BISMARCK,ND,ACTIVE,BUILDING,6,LEASED
PEMBINA,ND,ACTIVE,BUILDING,4,LEASED
GRAND FORKS,ND,ACTIVE,BUILDING,85,LEASED
FARGO,ND,ACTIVE,BUILDING,49,LEASED
FARGO,ND,ACTIVE,BUILDING,63,LEASED
BISMARCK,ND,ACTIVE,BUILDING,2,LEASED
BELCOURT,ND,ACTIVE,BUILDING,0,LEASED
DEVILS LAKE,ND,ACTIVE,BUILDING,1,LEASED
GRAND FORKS,ND,ACTIVE,BUILDING,0,LEASED
BISMARCK,ND,ACTIVE,BUILDING,7,LEASED
MINOT,ND,ACTIVE,BUILDING,2,LEASED
BISMARCK,ND,ACTIVE,BUILDING,0,LEASED
SIOUX FALLS,SD,ACTIVE,BUILDING,58,OWNED
PIERRE,SD,ACTIVE,BUILDING,78,OWNED
RAPID CITY,SD,ACTIVE,BUILDING,97,OWNED
HURON,SD,ACTIVE,BUILDING,156,OWNED
ABERDEEN,SD,ACTIVE,BUILDING,205,OWNED
MOBRIDGE,SD,ACTIVE,BUILDING,10,LEASED
FORT THOMPSON,SD,ACTIVE,BUILDING,23,LEASED
MARTIN,SD,ACTIVE,BUILDING,6,LEASED
WAGNER,SD,ACTIVE,BUILDING,0,LEASED
PIERRE,SD,ACTIVE,BUILDING,4,LEASED
RAPID CITY,SD,ACTIVE,BUILDING,8,LEASED
PIERRE,SD,ACTIVE,BUILDING,7,LEASED
BROOKINGS,SD,ACTIVE,BUILDING,0,LEASED
HURON,SD,ACTIVE,BUILDING,38,LEASED
SIOUX FALLS,SD,ACTIVE,BUILDING,42,LEASED
RAPID CITY,SD,ACTIVE,BUILDING,11,LEASED
RAPID CITY,SD,ACTIVE,BUILDING,4,LEASED
RAPID CITY,SD,ACTIVE,BUILDING,1,LEASED
RAPID CITY,SD,ACTIVE,BUILDING,17,LEASED
SIOUX FALLS,SD,ACTIVE,BUILDING,4,LEASED
YANKTON,SD,ACTIVE,BUILDING,8,LEASED
PIERRE,SD,ACTIVE,BUILDING,12,LEASED
BROOKINGS,SD,ACTIVE,BUILDING,4,LEASED
RAPID CITY,SD,ACTIVE,BUILDING,15,LEASED
LOWER BRULE,SD,ACTIVE,BUILDING,20,LEASED
SIOUX FALLS,SD,ACTIVE,BUILDING,7,LEASED
RAPID CITY,SD,ACTIVE,BUILDING,25,LEASED
RAPID CITY,SD,ACTIVE,BUILDING,1,LEASED
ABERDEEN,SD,ACTIVE,BUILDING,0,LEASED
HURON,SD,ACTIVE,BUILDING,0,LEASED
WATERTOWN,SD,ACTIVE,BUILDING,3,LEASED
PIERRE,SD,ACTIVE,BUILDING,2,LEASED
WATERTOWN,SD,ACTIVE,BUILDING,0,LEASED
SIOUX FALLS,SD,ACTIVE,BUILDING,16,LEASED
SIOUX FALLS,SD,ACTIVE,BUILDING,7,LEASED
RAPID CITY,SD,ACTIVE,BUILDING,4,LEASED
RAPID CITY,SD,ACTIVE,BUILDING,2,LEASED
SIOUX FALLS,SD,ACTIVE,BUILDING,1,LEASED
SIOUX FALLS,SD,ACTIVE,BUILDING,43,LEASED
SIOUX FALLS,SD,ACTIVE,BUILDING,1,LEASED
ABERDEEN,SD,ACTIVE,BUILDING,4,LEASED
PIERRE,SD,ACTIVE,BUILDING,0,LEASED
SIOUX FALLS,SD,ACTIVE,BUILDING,12,LEASED
SIOUX FALLS,SD,ACTIVE,BUILDING,1,LEASED
SIOUX FALLS,SD,ACTIVE,BUILDING,2,LEASED
RAPID CITY,SD,ACTIVE,BUILDING,6,LEASED
RAPID CITY,SD,ACTIVE,BUILDING,10,LEASED
ABERDEEN,SD,ACTIVE,BUILDING,14,LEASED
YANKTON,SD,ACTIVE,BUILDING,10,LEASED
RAPID CITY,SD,ACTIVE,BUILDING,6,LEASED
PIERRE,SD,ACTIVE,BUILDING,21,LEASED
RAPID CITY,SD,ACTIVE,BUILDING,23,LEASED
PIERRE,SD,ACTIVE,BUILDING,1,LEASED
SIOUX FALLS,SD,ACTIVE,BUILDING,1,LEASED
SIOUX FALLS,SD,ACTIVE,BUILDING,51,LEASED
SIOUX FALLS,SD,ACTIVE,BUILDING,49,LEASED
HOT SPRINGS,SD,ACTIVE,BUILDING,15,LEASED
RAPID CITY,SD,ACTIVE,BUILDING,92,LEASED
WATERTOWN,SD,ACTIVE,BUILDING,61,LEASED
SIOUX FALLS,SD,ACTIVE,BUILDING,1,LEASED
RAPID CITY,SD,ACTIVE,BUILDING,33,LEASED
ABERDEEN,SD,ACTIVE,BUILDING,9,LEASED
RAPID CITY,SD,ACTIVE,BUILDING,6,LEASED
SISSETON,SD,ACTIVE,BUILDING,30,LEASED
EAGLE BUTTE,SD,ACTIVE,BUILDING,100,LEASED
RAPID CITY,SD,ACTIVE,BUILDING,3,LEASED
OGDEN,UT,ACTIVE,BUILDING,7,OWNED
PROVO,UT,ACTIVE,BUILDING,40,OWNED
SALT LAKE CITY,UT,ACTIVE,BUILDING,20,OWNED
SALT LAKE CITY,UT,ACTIVE,BUILDING,102,OWNED
SALT LAKE CITY,UT,ACTIVE,BUILDING,144,OWNED
OGDEN,UT,ACTIVE,BUILDING,68,OWNED
